input_text,target_text
What did you eat?,Ne yedin?
What did you get?,Ne aldın?
What did you hit?,Ne vurdun?
What did you say?,Ne dediniz?
What did you say?,Ne dedin?
What did you see?,Ne gördün?
What do I do now?,Şimdi ne yaparım?
What do you care?,Seni ne ilgilendirir?
What do you care?,Sana ne ki?
What do you feel?,Sen ne hissediyorsun?
What do you hate?,Neyden nefret ediyorsun?
What do you have?,Neyin var?
What do you hear?,Ne duyuyorsun?
What do you know?,Ne biliyorsun?
What do you like?,Ne seversin?
What do you love?,Ne seversin?
What do you make?,Ne yaparsın?
What do you mean?,Ne demek istiyorsun?
What do you need?,Neye ihtiyacın var?
What do you seek?,Sen ne arıyorsun?
What do you want?,Ne istiyorsunuz?
What do you want?,Ne istiyorsun?
What do you want?,Ne istersin?
What do you want?,Ne istersiniz?
What does Tom do?,Tom ne iş yapar?
What does he say?,O ne der?
What does he see?,O ne görüyor?
What does it say?,O ne diyor?
What does she do?,O ne iş yapar?
What else is new?,Başka ne yeni?
What fun is that?,Bu ne eğlenceli?
What happens now?,Şimdi ne oluyor?
What has he done?,O ne yaptı?
What have I done?,Ben ne yaptım?
What have we got?,Neyimiz var?
What if I refuse?,Reddedersem ne olacak?
What if I say no?,Ya hayır dersem ne olacak?
What if Tom wins?,Ya Tom kazanırsa?
What if he fails?,Başarısız olursa ne olur?
What if it leaks?,Ya sızdırırsa?
What is all that?,Bütün bunlar nedir?
What is all this?,Bütün bu nedir?
What is going on?,Neler oluyor?
What is he after?,O neyin peşinde?
What is he doing?,O ne yapıyor?
What is he up to?,O ne işler çeviriyor?
What is his name?,Onun adı nedir?
What is it about?,O ne hakkındadır?
What is our plan?,Planımız ne?
What is she like?,O nasıl biridir?
What is the date?,Tarih nedir?
What is the news?,Haber nedir?
What is the time?,Saat kaç?
What is this for?,Bu ne için?
What is wabisabi?,Wabisabi nedir?
What is your age?,Yaşınız nedir?
What is your age?,Yaşın kaç?
What is your job?,Mesleğiniz nedir?
What might it be?,Bu ne olabilir.
What must you do?,Ne yapmalısın?
What rotten luck!,Ne kötü bir şans!
What shall we do?,Ne yapalım?
What should I do?,Ne yapmalıyım?
What stopped Tom?,Tom'u ne durdurdu?
What stopped you?,Sizi ne durdurdu?
What was I to do?,Ne yapıyordum?
What was it like?,O nasıldı?
What was the use?,Kullanım neydi?
What wasn't easy?,Ne kolay değildi?
What will happen?,Ne olacak?
What will we eat?,Biz ne yiyeceğiz?
What will you do?,Ne yapacaksın?
What woke you up?,Seni ne uyandırdı?
What would we do?,Ne yapardık?
What'll you have?,Ne içeceksin?
What'll you need?,Neye ihtiyacın olacak?
What'll you wear?,Ne giyeceksin?
What're the odds?,Olasılıklar nedir?
What's Tom after?,Tom neyin peşinde?
What's Tom doing?,Tom ne yapıyor?
What's Tom found?,Tom ne buldu?
What's Tom up to?,Tom neyin üzerinde?
What's Tom up to?,Tom ne iş çeviriyor?
What's Tom's job?,Tom'un işi nedir?
What's been done?,Ne oldu?
What's for lunch?,Öğle yemeğinde ne var?
What's for lunch?,Yemekte ne var?
What's happening?,Neler oluyor?
What's he hiding?,O ne saklıyor?
What's in Boston?,Boston'da ne var?
What's it called?,Ona ne denilir?
What's it really?,Bu gerçekten nedir?
What's it to you?,"O, sana nedir?"
What's not clear?,Ne açık değil.
What's not funny?,Ne komik değil?
What's not right?,Ne doğru değil?
What's on TV now?,Şimdi televizyonda ne var?
What's out front?,Öndeki nedir?
What's she doing?,O ne yapıyor?
What's that bird?,O kuş nedir?
What's the cause?,Neden nedir?
What's the delay?,Gecikme nedir?
What's the limit?,Limit nedir?
What's the panic?,Panik nedir?
What's the point?,Ne faydası var?
What's the price?,Fiyat nedir?
What's the score?,Skor nedir?
What's the story?,Hikaye nedir?
What's the topic?,Konu nedir?
What's the total?,Toplam nedir?
What's this mess?,Bu karmaşa nedir?
What's this room?,Bu oda nedir?
"What's up, kiddo?","Ne haber, evlat?"
What's your deal?,Senin anlaşman nedir?
What's your deal?,Senin olayın ne?
What's your goal?,Amacın nedir?
What's your idea?,Fikrin nedir?
What's your name?,Adın ne?
What's your name?,Adın nedir?
What's your plan?,Planın nedir?
What's your rush?,Acelen ne?
What's your rush?,Ne bu acele?
What's your rush?,Neden acele ediyorsun?
What's your sign?,Senin burcun ne?
What's your size?,Senin bedenin nedir?
What's your type?,Senin tipin nedir?
What's your wish?,Dileğin nedir?
What've you done?,Ne yaptın?
What've you lost?,Ne kaybettin?
Whatever you say.,Ne dersen de.
When are you off?,Ne zaman gidiyorsun?
When can I train?,Ne zaman antrenman yapabilirim?
When did Tom die?,Tom ne zaman öldü?
When did they go?,Onlar ne zaman gitti?
When did we meet?,Ne zaman tanıştık?
When did you eat?,Ne zaman yemek yedin?
When do we begin?,Biz ne zaman başlarız?
When do we leave?,Ne zaman gideceğiz?
When do we start?,Ne zaman başlarız?
When do you shop?,Ne zaman alışveriş edersin?
When do you work?,Ne zaman çalışırsın?
When does it end?,Ne zaman biter?
When is the test?,Test ne zaman?
When shall we go?,Ne zaman gidelim?
When will it end?,Ne zaman bitecek?
When will it end?,O ne zaman bitecek?
When will you go?,Ne zaman gideceksin?
When's the party?,Parti ne zaman?
Where am I going?,Nereye gidiyorum?
Where are we now?,Biz şimdi neredeyiz?
Where are we now?,Şu anda neredeyiz?
Where can I park?,Nereye park edebilirim?
Where can Tom be?,Tom nerede olabilir?
Where can we eat?,Nerede yemek yiyebiliriz?
Where can we sit?,Nerede oturabiliriz?
Where did Tom go?,Tom nereye gitti?
Where did you go?,Nereye gittin?
Where do I begin?,Nerede başlarım?
Where do I sleep?,Nerede uyuyorum?
Where do I start?,Ben nereye başlarım?
Where is Customs?,Gümrük nerede?
Where is Tom now?,Tom şimdi nerede?
Where is it kept?,O nerede tutuluyor?
Where is my beer?,Benim biram nerede?
Where is my book?,Kitabım nerede?
Where is my comb?,Benim tarağım nerede?
Where is my seat?,Benim koltuğum nerede?
Where is the bar?,Bar nerede?
Where is the boy?,Çocuk nerede?
Where is the bus?,Otobüs nerededir?
Where is the cat?,Kedi nerede?
Where is the dog?,Köpek nerede?
Where will it be?,O nerede olacak?
Where will we go?,Nereye gideceğiz?
Where's Tom been?,Tom neredeydi?
Where's Tom from?,Tom nerelidir?
Where's Tom gone?,Tom nereye gitti?
Where's a mirror?,Nerede bir ayna var?
Where's everyone?,Herkes nerede?
Where's his home?,Onun evi nerede?
Where's my brush?,Fırçam nerede?
Where's my daddy?,Babam nerede?
Where's my diary?,Günlüğüm nerede?
Where's my horse?,Benim atım nerede?
Where's my lunch?,Öğle yemeğim nerede?
Where's my mommy?,Annem nerede?
Where's my money?,Param nerede?
Where's my phone?,Telefonum nerede?
Where's my pizza?,Pizzam nerede?
Where's my razor?,Jiletim nerede?
Where's my razor?,Usturam nerede?
Where's my shirt?,Gömleğim nerede?
Where's my stuff?,Eşyalarım nerede?
Where's my towel?,Benim havlum nerede?
Where's my watch?,Saatim nerede?
Where's room 303?,Oda 303 nerede?
Where's the ball?,Top nerede?
Where's the bank?,Banka nerede?
Where's the boss?,Patron nerede?
Where's the cash?,Nakit nerede?
Where's the cook?,Aşçı nerede?
Where's the door?,Kapı nerede?
Where's the exit?,Çıkış nerede?
Where's the fire?,"Yangın mı var, nereye böyle?"
Where's the girl?,Kız nerede?
Where's the list?,Liste nerede?
Where's the maid?,Hizmetçi nerede?
Where's the milk?,Süt nerede?
Where's the park?,Park nerede?
Where's the rest?,Gerisi nerede?
Where's the rope?,İp nerede?
Where's the soap?,Sabun nerede?
Where's your bag?,Çantan nerede?
Where's your car?,Araban nerede?
Where's your dad?,Baban nerede?
Where's your dog?,Köpeğin nerede?
Where's your gun?,Silahın nerede?
Where's your hat?,Şapkan nerede?
Where's your hat?,Şapkanız nerede?
Where's your mom?,Annen nerede?
Wherever you say.,Söylediğin her yerde.
Which boy is Tom?,Hangi oğlan Tom?
Which is cheaper?,Hangisi daha ucuz?
Which is correct?,Hangisi doğru?
Which is our car?,Hangisi bizim arabamız?
Which one is Tom?,Tom hangisi?
Which one was it?,Hangisi oydu?
Who am I kidding?,Ben kimle dalga geçiyorum?
Who are you guys?,Siz kimsiniz çocuklar?
Who are you with?,Kimle birliktesin?
Who attacked you?,Sana kim saldırdı?
Who brought them?,Onları kim getirdi?
Who brought this?,Bunu kim getirdi?
Who can remember?,Kim hatırlayabiliyor?
Who can we trust?,Biz kime güvenebiliriz?
Who cares anyway?,Zaten kimin umurunda?
Who could forget?,Kim unutabildi?
Who could refuse?,Kim reddedebildi?
Who cut the cake?,Keki kim kesti?
Who decided that?,Ona kim karar verdi?
Who destroyed it?,Onu kim tahrip etti?
Who developed it?,Onu kim geliştirdi.
Who did Tom bite?,Tom kimi ısırdı?
Who did Tom help?,Tom kime yardımcı oldu?
Who did Tom kiss?,Tom kimi öptü?
Who did Tom mean?,Tom kimi kastetti?
Who did Tom save?,Tom kimi kurtardı?
Who did Tom tell?,Tom kime söyledi?
Who did you call?,Kimi aradın?
Who did you help?,Sana kim yardım etti?
Who did you kill?,Sen kimi öldürdün?
Who did you kiss?,Kimi öptün?
Who did you meet?,Kimle tanıştın?
Who did you tell?,Kime söyledin?
Who do you blame?,Kimi suçluyorsun?
Who do you trust?,Kime güveniyorsun?
Who doesn't know?,Kim bilmiyor?
Who else is here?,Başka kim burada?
Who else uses it?,Başka kim onu kullanır?
Who found my bag?,Çantamı kim buldu?
Who got murdered?,Kim öldürüldü?
Who has the keys?,Kimin anahtarları var?
Who is out there?,Oradaki kim?
Who is that lady?,O bayan kim?
Who is this girl?,Bu kız kimdir?
Who is this lady?,Bu hanımefendi kim?
Who is this lady?,Bu hanım kim?
Who is your wife?,Senin karın kim?
Who knows so far?,Kim bu kadar çok bilir?
Who notified Tom?,Tom'a kim bildirdi?
Who notified you?,Kim size bildirdi?
Who ordered that?,Onu kim ısmarladı?
Who ordered this?,Bunu kim sipariş etti?
Who painted that?,Onu kim boyadı?
Who painted this?,Bunu kim boyadı?
Who put it there?,Onu oraya kim koydu?
Who really cares?,Gerçekten kimin umurunda?
Who really knows?,Gerçekten kim biliyor?
Who referred you?,Kim senden bahsetti?
Who should I ask?,Kime sormalıyım?
Who should start?,Kim başlamalı?
Who spoke French?,Kim Fransızca konuştu?
Who was Tom with?,Tom kimle birlikteydi?
Who was murdered?,Kim öldürüldü?
Who was not here?,Kim burada değildi.
Who was punished?,Kim cezalandırıldı?
Who was that guy?,O adam kimdi?
Who was the best?,En iyi kimdi?
Who was with you?,Kim seninleydi?
Who will help me?,Bana kim yardım edecek?
Who won the game?,Oyunu kim kazandı?
Who wrote Hamlet?,Hamlet'i kim yazdı?
Who wrote to Tom?,Tom'a kim yazdı?
Who'd you invite?,Kimi davet ederdin?
Who's behind you?,Arkandaki kim?
Who's eating now?,Şimdi kim yemek yiyor?
Who's had enough?,Kimin yeterince var?
Who's in command?,Kim amir?
Who's in control?,Kim denetimde?
Who's not coming?,Kim gelmiyor?
Who's number one?,Bir numara kim?
Who's that woman?,Şu kadın kim?
Who's the author?,Yazarı kim?
Who's your uncle?,Amcan kim?
Who's your uncle?,Dayın kim?
Whose bike is it?,Bu kimin bisikleti?
Whose book is it?,O kimin kitabı?
Whose plan is it?,O kimin planı?
Whose ring is it?,Bu kimin yüzüğü?
Whose son is Tom?,Tom kimin oğlu?
Whose turn is it?,Kimin sırası?
Why all the fuss?,Neden bütün bu yaygara?
Why are you back?,Neden geri geldin?
Why are you here?,Niçin buradasın?
Why are you here?,Neden buradasın?
Why are you here?,Niye buradasın?
Why are you home?,Niçin evdesin?
Why are you late?,Niçin geç kaldın?
Why can't I hear?,Neden duyamıyorum?
Why can't I move?,Neden hareket edemiyorum?
Why can't you go?,Neden gidemiyorsun?
Why did Tom call?,Tom neden aradı?
Why did Tom come?,Tom neden geldi?
Why did Tom quit?,Tom neden bıraktı?
Why did Tom stop?,Tom neden durdu?
Why did we leave?,Biz neden ayrıldık?
Why did you call?,Neden aradın?
Why did you come?,Neden geldin?
Why did you hide?,Neden saklandın?
Why did you quit?,Neden bıraktın?
Why did you stay?,Niçin kaldın?
Why did you stop?,Niçin durdun?
Why did you yell?,Neden bağırdın?
Why didn't I die?,Niçin ölmedim?
Why do cats purr?,Kediler neden mırlar?
Why do they care?,Onlar neden önemsiyor?
Why do we sneeze?,Neden hapşırırız?
Why do you do it?,Neden bunu yapıyorsun?
Why do you study?,Niçin çalışıyorsun?
Why do you think?,Neden düşünüyorsun?
Why does it work?,Bu neden çalışıyor?
Why don't we sit?,Niçin oturmuyoruz?
Why don't you go?,Niçin gitmiyorsun?
Why don't you go?,Gitsene.
Why is Tom early?,Tom neden erken geldi?
Why is Tom going?,Tom neden gidiyor?
Why is Tom there?,Tom neden orada?
Why is Tom tired?,Tom neden yorgun?
Why is Tom upset?,Neden Tom üzgün?
Why is he hiding?,"O, niçin saklanıyor?"
Why is it locked?,O neden kilitli?
Why is it so hot?,Neden bu kadar sıcak?
Why is she angry?,O niçin öfkeli?
Why is that good?,O neden iyi?
Why is that here?,O neden burada?
Why should I lie?,Neden yalan söylemeliyim?
Why should I pay?,Neden ödemem geriyor?
Why take chances?,Neden riske giriyorsun?
Why tell me this?,Bunu bana neden söylüyorsun?
Why was I banned?,Ben niçin yasaklandım?
Why was Tom here?,Tom neden buradaydı?
Why was Tom late?,Tom neden geç kaldı?
Why would he lie?,O niçin yalan söylerdi?
Why's it our job?,O neden bizim işimiz?
Will Tom do that?,Tom onu yapacak mı?
Will Tom help us?,Tom bize yardım edecek mi?
Will he get well?,O iyileşecek mi?
Will that be all?,"O, tümü olacak mı?"
Will that change?,Bu değişecek mi?
Will that happen?,O olacak mı?
Will you do that?,Onu yapar mısın?
Will you find me?,Beni bulacak mısın?
"Will you go, too?",Sen de gidecek misin?
Will you help me?,Bana yardımcı olur musun?
Will you help us?,Bize yardım edecek misin?
Will you hire me?,Beni çalıştıracak mısınız?
Will you join me?,Bana katılır mısın?
Will you join us?,Bize katılır mısınız?
Will you miss me?,Beni özleyecek misin?
Will you risk it?,Bunu riske atacak mısın?
Will you sell it?,Satacak mısın?
Will you shut up?,Susar mısın?
Will you take it?,Bunu alacak mısın?
Will you tell me?,Bana söyler misin?
Winter is coming.,Kış geliyor.
Wool dyes nicely.,Yün güzel boyanır.
Words failed her.,Kelimeler onu anlatmaya yetersiz kaldı.
Words failed him.,Ne diyeceğini şaşırdı.
"Wow, that's cool.","Vay, o harika."
"Wow, that's deep.","Vay, bu derin."
"Wow, you're good.","Vay, sen iyisin."
Write Tom a note.,Tom'a bir not yaz.
Write with a pen.,Kalemle yaz.
Yolks are yellow.,Yumurta sarısı sarıdır.
You abandoned me.,Beni terk ettin.
You agreed to it.,Bunu kabul ettin.
You all did well.,Hepiniz iyi iş yaptınız.
You all need Tom.,Hepinizin Tom'a ihtiyacı var.
You already paid.,Zaten ödedin.
You always cheat.,Her zaman aldatıyorsun.
You are a doctor.,Sen bir doktorsun.
You are a genius.,Sen bir dahisin.
You are children.,Siz çocuksunuz.
You are deranged.,Sen dengesizsin.
You are dreaming.,Rüya görüyorsun.
You are gorgeous.,Sen muhteşemsin.
You are hopeless.,Sen umutsuzsun.
You are not kind.,Sen kibar değilsin.
You are the best.,Sen en iyisisin.
You are to blame.,Sen suçlanacaksın.
You are too late.,Çok geç kaldın.
You are wavering.,Sendeliyorsun.
You are wavering.,Titriyorsun.
You aren't alone.,Yalnız değilsin.
You aren't alone.,Yalnız değilsiniz.
You aren't crazy.,Sen deli değilsin.
You aren't crazy.,Deli değilsiniz.
You aren't dying.,Ölmüyorsun.
You aren't dying.,Ölmüyorsunuz.
You aren't funny.,Komik değilsin.
You aren't funny.,Komik değilsiniz.
You aren't ready.,Hazır değilsin.
You aren't ready.,Hazır değilsiniz.
You aren't wrong.,Hatalı değilsin.
You aren't wrong.,Hatalı değilsiniz.
You aren't young.,Genç değilsin.
You aren't young.,Genç değilsiniz.
You better sleep.,Sen daha iyi uyursun.
"You blew it, Tom.","Batırdın, Tom."
You came at five.,Sen beşte geldin.
You came in late.,Geç geldin.
You can all help.,Hepiniz yardım edebilirsiniz.
You can blame me.,Beni suçlayabilirsin.
You can fix this.,Bunu onarabilirsin.
You can go first.,İlk olarak gidebilirsin.
You can go there.,Oraya gidebilirsin.
You can look now.,Şimdi bakabilirsin.
You can sit here.,Buraya oturabilirsin.
You can stop now.,Şimdi durabilirsin.
You can tell Tom.,Sen Tom'a söyleyebilirsin.
You can trust me.,Bana güvenebilirsiniz.
You can trust me.,Bana güvenebilirsin.
You can trust us.,Bize güvenebilirsin.
You can trust us.,Bize güvenebilirsiniz.
You can use mine.,Benimkini kullanabilirsiniz.
You can't buy me.,Sen beni satın alamazsın.
You can't escape.,Kaçamazsın.
You can't escape.,Kaçamazsınız.
You can't go now.,Şimdi gidemezsin.
You can't go out.,Dışarı çıkamazsın.
You can't go yet.,Henüz gidemezsin.
You can't say no.,Hayır. diyemezsin.
You can't say no.,Hayır diyemezsin.
You chose wisely.,Akıllıca seçtiniz.
You convinced me.,Beni ikna ettin.
You could've run.,Çalışabilirdin.
You deal with it.,Onunla ilgilen!
You deserve more.,Daha fazlasını hak ediyorsun.
You deserve that.,Onu hak ediyorsun.
You deserve this.,Bunu hak ediyorsun.
You did it again.,Bunu yine yaptın.
You did it again.,Bunu tekrar yaptın.
You did say that.,Onu sen söyledin.
You do fine work.,Sen iyi iş yaparsın.
You do good work.,Sen iyi bir iş yapıyorsun.
You do look good.,İyi görünüyorsun.
You do look nice.,Hoş görünüyorsun.
You do that well.,Bunu iyi yaparsın.
You don't listen.,Dinlemiyorsun.
You don't own me.,Bana sahip değilsin.
You eat too fast.,Çok hızlı yemek yiyorsun.
You eat too much.,Çok fazla yemek yiyorsun.
You gave me hope.,Bana umut verdin.
You got careless.,Dikkatsiz davrandın.
You got hit hard.,Sert vurdun.
You got it right.,Hiç hata yapmadın.
You got it wrong.,Onu yanlış anladın.
You got off easy.,Kolay kurtuldun.
You had a chance.,Bir şansın vardı.
You had a choice.,Bir seçeneğin vardı?
You have a guest.,Bir misafirin var.
You have a point.,Haklısın.
You have a watch.,Senin bir saatin var.
You have an hour.,Bir saatin var.
You have an hour.,Bir saatiniz var.
You have made it.,Bunu sen yaptın.
You have my vote.,Size oy verdim.
You have my word.,Söz veriyorum.
You have no idea.,Senin hiçbir fikrin yok.
You have no life.,Bir hayatın yok.
You have nothing.,Hiçbir şeyin yok.
You have to come.,Gelmek zorundasın.
You have to help.,Yardım etmek zorundasın.
You have to move.,Taşınmak zorundasın.
You have to plan.,Plan yapmak zorundasın.
You have to rest.,Dinlenmelisin.
You have to rest.,Dinlenmek zorundasın.
You have to rest.,Dinlenmek zorundasınız.
You have to stay.,Kalmak zorundasın.
You have to stay.,Kalmak zorundasınız.
You have to stop.,Durmak zorundasın.
You have to stop.,Durmak zorundasınız.
You have to wait.,Beklemek zorundasın.
You have to wait.,Beklemek zorundasınız.
You have to work.,Çalışmak zorundasın.
You helped Mommy?,Annene yardım ettin mi?
"You hurt me, Tom.","Beni incittin, Tom."
You know I can't.,Yapamayacağımı biliyorsun.
You know me well.,Beni iyi tanırsın.
You know nothing.,Hiçbir şey bilmiyorsun.
You know the law.,Yasayı biliyorsunuz.
You lead the way.,Sen yolu göster.
You let Tom down.,Tom'u hayal kırıklığına uğrattın.
"You like it, huh?","Onu seviyorsun, değil mi?"
You look alarmed.,Paniğe kapılmış görünüyorsun.
You look amazing.,Müthiş görünüyorsun.
You look amazing.,Harika görünüyorsun.
You look annoyed.,Kızgın görünüyorsun.
You look anxious.,Endişeli görünüyorsun.
You look awesome.,Korkunç görünüyorsun.
You look baffled.,Şaşırmış görünüyorsun.
You look content.,Sen hoşnut görünüyorsun.
You look curious.,Meraklı görünüyorsun.
You look dubious.,Şüpheli görünüyorsun.
You look excited.,Heyecanlı görünüyorsun.
You look foolish.,Aptal görünüyorsun.
You look healthy.,Sağlıklı görünüyorsun.
You look nervous.,Gergin görünüyorsun.
You look perfect.,Mükemmel görünüyorsun.
You look pleased.,Memnun görünüyorsun.
You look puzzled.,Şaşırmış görünüyorsun.
You look radiant.,Neşe saçan görünüyorsun.
You look relaxed.,Rahatlamış görünüyorsun.
You look serious.,Sen ciddi görünüyorsun.
You look shocked.,Sarsılmış görünüyorsun.
You look so cool.,Çok havalı görünüyorsun.
You look so pale.,Çok solgun görünüyorsun.
You look stunned.,Afallamış görünüyorsun.
You look thinner.,Daha zayıf görünüyorsun.
You look thirsty.,Susamış görünüyorsun.
You look unhappy.,Mutsuz görünüyorsun.
You look worried.,Endişeli görünüyorsun.
You look younger.,Daha genç görünüyorsun.
You looked angry.,Kızgın görünüyordun.
You looked at me.,Sen bana baktın.
You looked happy.,Mutlu görünüyordun.
You looked tired.,Yorgun görünüyordun.
You looked upset.,Üzgün görünüyordun.
You made Tom cry.,Tom'u ağlattın.
You made it easy.,Onu kolaylaştırdın.
You made me late.,Beni geciktirdin.
You made me lose.,Beni kaybettirdin.
You make me sick.,Midemi bulandırıyorsun.
You make me sick.,Sen beni hasta ediyorsun.
You may be right.,Haklı olabilirsin.
You may be wrong.,Hatalı olabilirsin.
You may continue.,Devam edebilirsin.
You may go there.,Oraya gidebilirsin.
You may know Tom.,Tom'u tanıyabilirsin.
You may leave us.,Bizi terk edebilirsin.
You may meet him.,Onunla buluşabilirsin.
You may quote me.,Bana aktarabilirsin.
You may sit down.,Oturabilirsin.
You may sit here.,Buraya oturabilirsin.
You may swim now.,Şimdi yüzebilirsin.
You missed a lot.,Sen çok şey kaybettin.
You must be busy.,Sen meşgul olmalısın.
You must be lost.,Kaybolmuş olmalısın.
You must come in.,İçeri girmelisin.
You must go back.,Geri gitmelisin.
You must go home.,Eve gitmelisin.
You must help me.,Bana yardımcı olmalısın.
You must help us.,Bize yardım etmelisin.
You must join me.,Bana katılmalısın.
You must miss it.,Sen onu ıska geçmelisin.
You must sell it.,Onu satmak zorundasın.
You must sell it.,Sen onu satmalısın.
You must succeed.,Başarmalısın.
You must tell me.,Bana söylemelisin.
You must tell us.,Bize söylemelisin.
You need a break.,Bir araya ihtiyacın var.
You need a drink.,Bir içkiye ihtiyacın var.
You need a hobby.,Bir hobiye ihtiyacınız var.
You need a shave.,Bir tıraşa ihtiyacın var.
You need friends.,Arkadaşlara ihtiyacın var.
You need me here.,Bana burada ihtiyacın var.
"You need me, Tom.","Bana ihtiyacın var, Tom."
You need my help.,Yardımıma ihtiyacın var.
You need surgery.,Ameliyata ihtiyacın var.
You need therapy.,Terapiye ihtiyacın var.
You need to come.,Gelmen gerek.
You need to help.,Yardıma ihtiyacın var.
You need to help.,Yardım etmen gerekiyor.
You need to help.,Yardım etmelisin.
You need to know.,Bilmen gerekiyor.
You need to move.,Taşınman gerekiyor.
You need to rest.,Dinlenmelisin.
You need to stop.,Durmalısın.
You need to wait.,Beklemen gerekiyor.
You need to wait.,Beklemelisin.
You never change.,Asla değişmezsin.
You never listen.,Sen hiç dinlemiyorsun.
You never showed.,Sen asla göstermedin.
You only get one.,Sadece bir tane alıyorsun.
You owe me a lot.,Bana çok borçlusun.
You owe me money.,Bana para borçlusun.
You rarely smile.,Nadiren gülümsüyorsun.
You really stink.,Gerçekten iğrenç kokuyorsun.
You said nothing.,Bir şey demedin.
You saved us all.,Hepimizi kurtardın.
You seem anxious.,Endişeli görünüyorsun.
You seem baffled.,Şaşırmış görünüyorsun.
You seem content.,Hoşnut görünüyorsun.
You seem distant.,Sen uzak görünüyorsun.
You seem excited.,Heyecanlı görünüyorsun.
You seem nervous.,Sinirli görünüyorsun.
You seem perfect.,Mükemmel görünüyorsun.
You seem unhappy.,Mutsuz görünüyorsun.
You seem worried.,Endişeli görünüyorsun.
You seemed angry.,Kızgın görünüyordun.
You seemed bored.,Sıkılmış görünüyordun.
You seemed crazy.,Deli görünüyordun.
You seemed happy.,Mutlu görünüyordun.
You seemed tired.,Yorgun görünüyordun.
You seemed upset.,Üzgün görünüyordun.
You should begin.,Başlamalısın.
You should begin.,Başlamalısınız.
You should do it.,Bunu yapmalısın.
You should hurry.,Acele etmelisin.
You should leave.,Gitmelisin.
You should relax.,Gevşemelisin.
You should sleep.,Uyumalısın.
You shouldn't go.,Gitmemelisin.
You sound bitter.,Sert görünüyorsun.
You sound scared.,Korkmuş görünüyorsun.
You stole my hat.,Şapkamı çaldın.
You surprised me.,Beni şaşırttın.
You try too hard.,Çok aşırı uğraşıyorsun.
You wait and see.,Bekle ve gör.
You were adopted.,Sen evlat edinildin.
You were advised.,Sana tavsiye edildi.
You were amazing.,Şaşırtıcıydın.
You were amazing.,Şaşırtıyordun.
You were correct.,Sen hatasızdın.
You were helpful.,Yardımcıydın.
You were in love.,Sen aşıktın.
You were invited.,Davet edildin.
You were jealous.,Kıskançtın.
You were my life.,Sen benim yaşamımdın.
You were perfect.,Mükemmeldin.
You were seventh.,Yedinciydin.
You were singing.,Şarkı söylüyordun.
You were snoring.,Horluyordun.
You were so cute.,Çok hoştunuz.
You were tricked.,Sen kandırıldın.
You were useless.,Sen yararsızdın.
You weren't fair.,Sen adil değildin.
You will all die.,Hepiniz öleceksiniz.
You will conform.,Uyacaksın.
You will obey us.,Sen bize itaat edeceksin.
You will prevail.,Sen hüküm süreceksin.
You will survive.,Hayatta kalacaksın.
You won't escape.,Firar etmeyeceksin.
You wouldn't lie.,Yalan söylemezdin.
You'd better run.,Koşsan iyi olur.
You'll be OK now.,Artık iyi olacaksın.
You'll be envied.,Gıpta edileceksin.
You'll be ruined.,Harap olacaksın.
You'll find them.,Onları bulacaksın.
You'll get fired.,Kovulacaksın.
You'll get tired.,Yorulacaksın.
You'll know soon.,Yakında tanıyacaksın.
You'll like this.,Bunu seveceksin.
You'll love this.,Bunu seveceksin.
You'll need more.,Daha fazlasına ihtiyacın olacak.
You'll need that.,Ona ihtiyacın olacak.
You'll need this.,Buna ihtiyacın olacak.
You'll never win.,Asla kazanmayacaksın.
You'll regret it.,Ondan pişman olacaksın.
You'll spook Tom.,Sen Tom'u korkutacaksın.
You'll stay here.,Burada kalacaksın.
You'll work solo.,Yalnız çalışacaksın.
You're a big boy.,Sen büyük bir erkek çocuksun.
You're a dreamer.,Sen bir hayalperestsin.
You're a failure.,Sen bir başarısızlıksın.
You're a failure.,Fiyaskosun.
You're a lunatic.,Sen bir delisin.
You're a man now.,Artık bir erkeksin.
You're a monster.,Sen bir canavarsın.
You're a natural.,Sen bir doğalsın.
You're a problem.,Sen bir sorunsun.
You're a scumbag.,Sen bir pisliksin.
You're a suspect.,Sen bir şüphelisin.
You're a traitor.,Sen bir hainsin.
You're after Tom.,Sen Tom'un peşindesin.
You're all alone.,Hepiniz yalnızsınız.
You're all crazy.,Hepiniz delisiniz.
You're all fired.,Hepiniz kovuldunuz.
You're all fools.,Siz hepiniz aptalsınız.
You're all happy.,Hepiniz mutlusunuz.
You're all right.,Sen iyisin.
You're all wrong.,Hepiniz yanılıyorsunuz.
You're ambitious.,Hırslısın.
You're an animal.,Sen bir hayvansın.
You're an artist.,Sen bir sanatçısın.
You're angry now.,Sen şimdi öfkelisin.
You're assertive.,Sen iddialısın.
You're attentive.,Sen özenlisin.
You're back late.,Tekrar geç kaldın.
You're beautiful.,Sen güzelsin.
You're boring me.,Beni sıkıyorsun.
You're both fine.,İkiniz de iyisiniz.
You're brilliant.,Sen zekisin.
You're conceited.,Sen kibirlisin.
You're courteous.,Sen naziksin.
You're dangerous.,Sen tehlikelisin.
You're deceitful.,Sen dolandırıcısın.
You're dedicated.,Sen adanmışsın.
You're delirious.,Sen delisin.
You're demanding.,Sen talepkarsın.
You're depressed.,Sen bunalımlısın.
You're desperate.,Sen umutsuzsun.
You're different.,Sen farklısın.
You're difficult.,Sen geçimsizsin.
